feedback_id,timestamp_,source,user_id,rating,feedback,escalated_flag,label,sample problem related,customer_type
T1346431,2025-06-30,escalation,WE6431033,5,अभी तक कोई कागज नही मिले,TRUE,,,Operator
T1346684,2025-06-30,escalation,WE2120231,1,"no updates about vehicle,no response from driver, wheels eye team is not taking this seriously, this vehicle is not going forward, still standing at Delhi for last 4 days ",TRUE,,,Consigner
T1080898,2025-03-19,escalation,WE5609346,,Will make  payment  tomorrow,TRUE,,,Consigner
T1080951,2025-03-19,escalation,WE2810346,,Anloding mai deri,TRUE,,,Operator
T1081292,2025-03-19,escalation,WE1554047,,Party kisi dusre jagah per bula raha hai,TRUE,,,Operator
T1084863,2025-03-20,escalation,WE6673425,,"I-View Technologies
A-87
Sector - 4, Noida
Uttar Pradesh - 201301
GSTIN/UIN: 09AEJPD4914K1ZD",TRUE,,,Consigner
T1084979,2025-03-20,escalation,WE642393,,Wheelseys may sabhi chor bethe h kya mujhe token money 1250 ke sath 1000 rs cancel charges chaiye kyoki customer ne trip cancel Kari h maine gadi bhej di thi,TRUE,,,Operator
T1086291,2025-03-20,escalation,WE4987245,5,Not showing load properly,TRUE,,,Operator
T1089807,2025-03-21,escalation,WE7079286,,"7027381094 op keh rha hai gaadi abhi tk unload nhi hui hai aur cx driver ko preshan kr rha hai 
WE35392-2263093
",TRUE,,,Operator
T1089980,2025-03-21,escalation,WE6300705,,Technical error in app,TRUE,,,Operator
T1089988,2025-03-21,escalation,WE7382615,5,Getting delay belty,TRUE,,,Operator
T1090788,2025-03-22,escalation,WE983400,,Billty nhi mili otp batao,TRUE,,,Operator
T1091240,2025-03-22,escalation,WE6035969,5,Mere ko number change karne ka mere number ke dusra number ke upar load Aana chahie,TRUE,,,Operator
T1091514,2025-03-22,escalation,WE3030411,,"calling no - 9816027340
please provide another number odin me jo number hai usse baat nhi ho rhi hai ",TRUE,,,Operator
T1091805,2025-03-22,escalation,WE6389101,,Abhi gadi Khali nahin Hui hai sar galti se trip and ho gaya hai please help me sir and mam,TRUE,,,Operator
T1092198,2025-03-22,escalation,WE6405309,,"op ko load ke service start krni hai plz check 
calling no - 9667868291
Remarks
Blackmailing for charges",TRUE,,,Operator
T1092208,2025-03-22,escalation,WE7222034,,7096961557 as per op kh rha hai pod n mila hai plz check,TRUE,,,Operator
T1092373,2025-03-22,escalation,WE2517561,,Wheelseye is taking commission from us yet they're not providing solution for our complaints I raised the ticket of delay in loading yesterday but till now no solution has been given to us from wheelseye and team. Also they're also not updating the detention as per their policy.,TRUE,,,Operator
T1092436,2025-03-22,escalation,WE3417915,,2 दिन लोडिंग पर गाड़ी खड़ी रही डिटेंशन चार्ज,TRUE,,,Operator
T1094086,2025-03-23,escalation,WE715383,1,Bhai gadi sell tex balo na rak rakhi h 21/3/25 date se abhe tak koe solution nahi hua h or holding charge kam kam sa 3000rupes laguga jaldi se jaldi solution kero mero ka koi jabab nahi mila abhe tak,TRUE,,,Operator
T1095009,2025-03-23,escalation,WE1294321,,DILAY IN LOADING,TRUE,,,Operator
T1096561,2025-03-24,escalation,WE7426474,,"please correct LR no. in bilty and EWay bill mismatch LR no. in both , Bilty Lr no. 00315364,E way bill -00315165. so please correct it ASAP. ",TRUE,,,Consigner
T1098172,2025-03-24,escalation,WE7226880,,Need more time for current billing,TRUE,,,Consigner
T1098749,2025-03-24,escalation,WE378344,5,I don't have seal-,TRUE,,,Operator
T1099451,2025-03-24,escalation,WE4019348,,Banglore se panvel gadi load hoya hai meri ko bilti chiye MH 12. SF. 5091,TRUE,,,Operator
T1099957,2025-03-25,escalation,WE4572527,,50kelomitar dur he | Extra Distance : 50 | Extra Distance Expense : 2000,TRUE,,,Operator
T1100446,2025-03-25,escalation,WE48800,,CALLING NO - 7219179745as per op loading party ne bola tha on call confirmation krwa denge or op ko pod nhi mili hai please check and response,TRUE,,,Operator
T1101376,2025-03-25,escalation,WE2930942,,Unloading charge 5000 | Unloading Charge : 5000,TRUE,,,Operator
T1101599,2025-03-25,escalation,WE6896026,,"As per op vehicle loading par hai bilty nhi mila hai op ko.
Mob no - 8595901045",TRUE,,,Operator
T1102308,2025-03-25,escalation,WE2483532,,need to raise invoice in the name of Sotase Settings LLP,TRUE,,,Consigner
T1102357,2025-03-25,escalation,WE5389710,,Please unlock my account what the reason of close my account,TRUE,,,Operator
T1110222,2025-03-27,escalation,WE23599,5,"Anloding charge maga rhe hai ji 500, RS peyment lagega ji  | Unloading Charge : 500",TRUE,,,Operator
T1110755,2025-03-27,escalation,WE711859,,400rs dala mang rhe hai pl bolo 200 rs milega | Loading Charge : 400,TRUE,,,Operator
T1114045,2025-03-28,escalation,WE4960006,,Disri ghadi jayegi,TRUE,,,Operator
T1114839,2025-03-28,escalation,WE7440446,,.,TRUE,,,Consigner
T1116413,2025-03-29,escalation,WE814764,,calling no. 9820595335 as per op vehicle unload ho k nikl gay hai please update the trip,TRUE,,,Operator
T1116740,2025-03-29,escalation,WE3668749,,"Sir  Please Make Your This Billty 
Favourite Fab
Shop at Plot No.42, Khasra No.26,
Suraksha Residency, Rohta, Agra-282001
e-mail : office@favouritehub.com
GSTIN/UIN : 09AGBPG7078H1Z8
State Name : Uttar Pradesh, Code : 09",TRUE,,,Consigner
T1117267,2025-03-29,escalation,WE278918,,उसे टाइम सूरजपुर में मेला चल रहा था इस वजह से गाड़ी 9:00 बजे की वजह 11:00 बजे पहुंच रही है,TRUE,,,Operator
T1117881,2025-03-29,escalation,WE5098788,,"raise invoice in name of AVRO India limited
09AADCA9587C1ZF
 C 28-32 & 17-18, UPSIDC INDUSTRIAL AREA, PHASE-3,
MASURI GULAWATI ROAD, DHAULANA, HAPUR- 201015,
",TRUE,,,Consigner
T1118070,2025-03-29,escalation,WE2288265,,Over height,TRUE,,,Operator
T1120400,2025-03-30,escalation,WE822434,,calling no. 9971365201 gadi loading point p hai plaese update the trip,TRUE,,,Operator
T1122204,2025-03-31,escalation,WE4020655,,"Gadi unloading point se 3 kilometer pahle khadi Hui Hai Eid ki vajah se police Ne beri getting kar rakhi hai gadi night mein hi pahunch payegi
Police wale gadi aage nahin jaane de rahe hain",TRUE,,,Operator
T1122332,2025-03-31,escalation,WE2949578,,Issues with due amount,TRUE,,,Consigner
T1122749,2025-03-31,escalation,WE5486588,,Extra distance hai | Extra Distance : 23 | Extra Distance Expense : 1500,TRUE,,,Operator
T1124255,2025-03-31,escalation,WE975240,5,Party ne bil to de diya bilty OTP nhi Diya h,TRUE,,,Operator
T1415348,2025-08-04,escalation,WE2720236,,Vehicle not reached due to hold vehicle by sales dept. In Ghaziabad.,TRUE,,,Operator
T1415387,2025-08-04,escalation,WE4517451,,Unloading charges  | Unloading Charge : 1500 | phone Number : 9817522613 | Name : Parvej,TRUE,,,Operator
T1415833,2025-08-04,escalation,WE4848742,,.,TRUE,,,Operator
T1416076,2025-08-04,escalation,WE6324186,,"Khali nahi
Huaa abhi",TRUE,,,Operator
T1416119,2025-08-04,escalation,WE7572329,,Please change mobile number for gps 8376088529 please immediately change 🙏🙏🙏,TRUE,,,Operator
T1417070,2025-08-05,escalation,WE756138,,Balance payment nhi mila hai,TRUE,,,Operator
T1420251,2025-08-06,escalation,WE3451150,,Sarai INVOICE NUMBER - 159 POD not uploaded,TRUE,,,Consigner
T1420717,2025-08-06,escalation,WE6735704,,1,TRUE,,,Operator
T1420737,2025-08-06,escalation,WE7808314,,Hight ki problem h sir ji gadi ki body se 2 fut uper hight h sir | Over height : N/A,TRUE,,,Operator
T1421604,2025-08-07,escalation,WE6141820,5,| Overload : 350 kg over load kiya gya ai,TRUE,,,Operator
T1421623,2025-08-07,escalation,WE6684601,,CL NO. 9518178813 AS PER OP VECHILE NO. CHNG KRNA HAI //DL1LAL8377 PLEASE UPDATE //APP SE COMPLAIN RAISE NHI HO RHI,TRUE,,,Operator
T1422556,2025-08-07,escalation,WE6687937,,share bilty,TRUE,,,Consigner
T1422564,2025-08-07,escalation,WE6776862,,REQUIRED BILTY,TRUE,,,Consigner
T1424057,2025-08-08,escalation,WE7514919,,8448040645 as per op voc party se response nhi mil raha load confirm he ya nhi jo number mention he wo wrong number he please check,TRUE,,,Operator
T1425211,2025-08-09,escalation,WE5916344,,"Calling no -- 9027037989  As per op voc bilty nahi mili hai plz check 
आपकी बिल्टी को वाट्सएप पर भेज दिया गया है। कृपया बिल्टी को वहां से डाउनलोड करें। धन्यवाद!",TRUE,,,Operator
T1425529,2025-08-09,escalation,WE4654705,,cl no  . 6204904161 As per op voc vehicle right reach hua tha party bol rahi hai labour ka issue hai isiliye cancel kr raha hu pls check op refund token and cancellation charges,TRUE,,,Operator
T1426066,2025-08-10,escalation,WE7114520,,call back asap i have mulyiplissue,TRUE,,,Consigner
T1426123,2025-08-10,escalation,WE3433840,,Wrong or missing invoice/POD,TRUE,,,Consigner
T1426153,2025-08-10,escalation,WE7828388,,"#Correct loads not showing 
Vehicle Type with Operator - TATA ACE 8FT
Loads Type - BOLERO PICKUP 
",TRUE,,,Operator
T1429092,2025-08-12,escalation,WE6846728,,tesr,TRUE,,,Consigner
T1429178,2025-08-12,escalation,WE12452,,"Loading poc response nhi kr rhe hai.
app se ticket raise nhi hora hai op ke side se.

Mob no - 9899183695",TRUE,,,Operator
T1429658,2025-08-12,escalation,WE5336354,5,Need more time for current billing,TRUE,,,Consigner
T1431181,2025-08-13,escalation,WE25622,1,testing,TRUE,,,Consigner
T1433210,2025-08-14,escalation,WE6226588,,"calling no - 8307458281
as per op vehicle abhi tak load nhi hui hai but trip start krdi hai and advance payment bhi chla gya hai and op ke side se trip start nhi hua hai unke pass otp bhi nhi hai please check ",TRUE,,,Operator
T1433249,2025-08-14,escalation,WE7811289,,please provide bilty,TRUE,,,Consigner
T1433979,2025-08-14,escalation,WE3205654,,/,TRUE,,,Consigner
T1436029,2025-08-16,escalation,WE6357959,,70,TRUE,,,Operator
T1436859,2025-08-17,escalation,WE5533494,,Party Monday ko Khali karegi mana kar rahi hai,TRUE,,,Operator
T1436895,2025-08-17,escalation,WE3602834,,Jo mera wallet ka paisa hai wo acount me chahiye,TRUE,,,Operator
T1438726,2025-08-18,escalation,WE3604609,,8630808626 as per  op voc party se response nahi mil paa raha he vehicle loading point pe pahuch gyi he waha pe bol rahe he humne koi load book nhi ki he jo demand me number he wo bol rhe he main duty pe nhi hoo kisi aur se baat karlo please check karke confirm kare op ko,TRUE,,,Operator
T1438758,2025-08-18,escalation,WE7509786,,Damage Issue,TRUE,,,Consigner
T1439674,2025-08-19,escalation,WE7574857,,He is not picking up my call,TRUE,,,Consigner
T1440763,2025-08-19,escalation,WE518342,,Paper nhi mil rha,TRUE,,,Operator
T1441723,2025-08-20,escalation,WE7178482,,2024-2025 GST Bill are not showing on the portal,TRUE,,,Consigner
T1442296,2025-08-20,escalation,WE2997330,,"vehicle has some problem, pls confirm if it will come on time",TRUE,,,Consigner
T1443155,2025-08-21,escalation,WE2545111,5,i want invoice with my clients gst details as discussed at the time of booking,TRUE,,,Consigner
T1443527,2025-08-21,escalation,WE2648333,,this vehicle is CNG vehicle and we need a diesel vehicle with all documents original kindly arrange asap,TRUE,,,Consigner
T1444051,2025-08-21,escalation,WE7710729,,Driver is not ready to come kindly resolve the issue,TRUE,,,Consigner
T1450054,2025-08-24,escalation,WE2239997,,pls call,TRUE,,,Consigner
T1450473,2025-08-25,escalation,WE4633266,,Please release balnce,TRUE,,,Operator
T1450785,2025-08-25,escalation,WE6581875,,"ट्रांजिट विलम्ब के जुर्माने का रिफंड
",TRUE,,,Operator
T1452736,2025-08-26,escalation,WE2569892,,,TRUE,,,Operator
T1453271,2025-08-26,escalation,WE5970997,,There are two unloading points.  | Extra Distance : N/A | Extra Distance Expense : N/A,TRUE,,,Operator
T1454412,2025-08-26,escalation,WE25622,,sbshzhjzhshshs,TRUE,,,Consigner
T1455322,2025-08-27,escalation,WE7849177,,CALLING NO -9580951841 AS PER OP VOC KYC PENDING APPLICATION SE TICKET NAHI BAN RAHE THI ISLEYA YAHA SE BANA DE PLEASE CHECK,TRUE,,,Operator
T1456197,2025-08-27,escalation,WE3006280,,Vehicle has benn moved after loading,TRUE,,,Consigner
T1456537,2025-08-27,escalation,WE689450,5,calling no. 8750727161 as per op voc detention aad nhi huye he vehicle 26 aug 9 pm se loading point pe he trip late update huyi thi,TRUE,,,Operator
T1083636,2025-03-20,escalation,WE5984966,,Hamari load cancel hua tha uska charge nahin mila hai,TRUE,,,Operator
T1472242,2025-09-04,escalation,WE3803184,,Milati nahin Mili,TRUE,,,Operator
T1472866,2025-09-05,escalation,WE6054385,,Kal se gadi khadi Hui Hai Ji teen peace load hone Baki Hai pata nahin kab honge,TRUE,,,Operator
T1474796,2025-09-06,escalation,WE7371067,,,TRUE,,,Operator
T1476531,2025-09-07,escalation,WE7271217,,Material is damaged,TRUE,,,Consigner
T1476724,2025-09-07,escalation,WE5792158,,"Meri gari deharadun me Khali nhi hua hai iska ditensan charge nhi mil raha hai iska ditensan charge bhare me jore please gari kal ke date me Khali hogi 08,,09,,2025 ke date me",TRUE,,,Operator
T1476741,2025-09-07,escalation,WE7012707,,,TRUE,,,Operator
T1477417,2025-09-08,escalation,WE6976278,,Matriyal dosre gadi me mal  palty karwa dijiye,TRUE,,,Operator
T1477729,2025-09-08,escalation,WE6846728,,test,TRUE,,,Consigner
T1477988,2025-09-08,escalation,WE7280465,,Issues with due amount,TRUE,,,Consigner
T1478578,2025-09-08,escalation,WE414441,,Bilty nhi Sahi h but wrong bta raha h ap dekho ab,TRUE,,,Operator
T1478981,2025-09-09,escalation,WE2178876,,,TRUE,,,Operator
T1479198,2025-09-09,escalation,WE4691376,5,"unable to create complaint 
reason पार्टी ने इस समस्या के बारे में हमें सूचित कर दिया है। हमारी टीम इसकी जांच कर रही है और आपको कॉल कर सकती है। आपकी तरफ से कोई गलती न पाई जाने पर आपका बैलेंस पेमेंट 15 Sep, 2025 04:00 PM तक कर दिया जाएगा।
calling no.7250825562 op ka already tat over ho chuka hai verification ka op ab complaint raise kar raha hai to op ko aur jada wait karne k liye aa raha hai op  agree nahi hai please check ",TRUE,,,Operator
T1484521,2025-09-11,escalation,WE6313620,5,"Party ko koi response nahin mila 
Party wala koi call nahin utha Raha 
Please party wale se bolo call uthai",TRUE,,,Operator
T1484802,2025-09-12,escalation,WE6076843,,Loading party no call,TRUE,,,Operator
T1486796,2025-09-13,escalation,WE6546552,,Exhausted my credit limit,TRUE,,,Consigner
T1488914,2025-09-14,escalation,WE4319080,,REQUIRED BILTY,TRUE,,,Consigner
T1489222,2025-09-14,escalation,WE3702642,,INSURANCE COPY,TRUE,,,Consigner
T1491796,2025-09-16,escalation,WE481107,,Paisa nahin mila Abhi Tak gadi time per pahunchi Thi Khali nahin ki Thi ek Din,TRUE,,,Operator
T1492606,2025-09-16,escalation,WE7530881,,Need more time to pay,TRUE,,,Consigner
T1493477,2025-09-17,escalation,WE884588,,Wallet many is not available for wallet,TRUE,,,Operator
T1494983,2025-09-17,escalation,WE849139,,9891614035 OP KEH RHA HAI OTP DAAL RHA HAI TO UPDATE NHI HO RHI HAI TRIP PLZ CHECK KEH RHA HAI HR TRIP ME AISA HI HOTA HAI PLZ CHECK ADVANCE KE LIYE BHI KEH RHA HAI PLZ CHECK,TRUE,,,Operator
T1497811,2025-09-19,escalation,WE1743861,,AS PER OP VOC PLZ SHARE BILTY 9726618320,TRUE,,,Operator
T1498343,2025-09-19,escalation,WE953470,,1 din ki loading detention,TRUE,,,Operator
3440321,2025-07-09,trip_feedback,WE7537493,1,{BAD_DRIVER_BEHAVIOUR}-,FALSE,,,Consigner
3246714,2025-05-15,trip_feedback,WE6302603,2,{OTHER}-1 Day delay due to booking issues. Should have smoother payment system & flexible billing.,FALSE,,,Consigner
3512724,2025-07-29,trip_feedback,WE7773980,4,{}-,FALSE,,,Consigner
3090115,2025-04-04,trip_feedback,WE2379859,5,{}-,FALSE,,,Consigner
3024360,2025-03-16,trip_feedback,WE7164384,5,{}-,FALSE,,,Consigner
3476641,2025-07-22,trip_feedback,WE7597957,5,{}-,FALSE,,,Consigner
3559392,2025-08-12,trip_feedback,WE2319424,5,{}-,FALSE,,,Consigner
3558616,2025-08-13,trip_feedback,WE7823476,5,{}-,FALSE,,,Consigner
3343051,2025-06-13,trip_feedback,WE7025109,5,{}-,FALSE,,,Consigner
3051862,2025-03-27,trip_feedback,WE7409360,5,{}-,FALSE,,,Consigner
3057779,2025-03-30,trip_feedback,WE3137937,5,{}-,FALSE,,,Consigner
2996954,2025-03-07,trip_feedback,WE7431030,5,{}-,FALSE,,,Consigner
3044978,2025-05-17,trip_feedback,WE5051589,5,{}-,FALSE,,,Consigner
3539388,2025-08-03,trip_feedback,WE7099570,3,"{DELIVERY_DELAY,BAD_DRIVER_BEHAVIOUR,SUPPORT}-",FALSE,,,Consigner
3405513,2025-09-05,trip_feedback,WE7506292,4,{}-,FALSE,,,Consigner
3474272,2025-07-16,trip_feedback,WE7593082,5,{}-,FALSE,,,Consigner
T1107908,2025-03-27,escalation,WE4759368,,Gadi fixed for 7 ton Overload by 3 ton,TRUE,,,Operator
T1109061,2025-03-27,escalation,WE46281,,as per op voc party bol rhi hi sara maal hai jo indore mwe khali higi gajiabaad ka maal bhi yhi utrega 8889006444,TRUE,,,Operator
T1467615,2025-09-02,escalation,WE7590551,,DRIVER EXTRA PAISA MANG RAHA HAI AUR ALAG SE MERA MATERIAL AADHA HI LEKE GAYA HAI AUR AADHA COMPANY ME CHODKE GAYA HAI MUZE AISA CHORI KARME WALA DRIVER NAHI CHAIYE MUZE AAP NAYA GAADI AARAMGE KAR KE DIJIYE,TRUE,,,Consigner
T1468114,2025-09-03,escalation,WE6357963,,Location change  | Extra Distance : 11 | Extra Distance Expense : 1000,TRUE,,,Operator
T1469088,2025-09-03,escalation,WE3501372,,Issues with due amount,TRUE,,,Consigner
T1469557,2025-09-03,escalation,WE7509184,,Damage Issue,TRUE,,,Consigner
T1469680,2025-09-03,escalation,WE45958,,cl no 9996091066 as per op voc op bol rha hai party ka koi jawab nhi mil pa rha hai op ke app se complain raise nhi ho rha hai feedback ka option a rha hai plz look,TRUE,,,Operator
T1469950,2025-09-03,escalation,WE1236147,,cl no . 8208744924 As per op voc vehicle loading point pe available hai but party se baat nhi ho pa rahi hai pls provide right poc no ( trip at loading ),TRUE,,,Operator
T1470871,2025-09-04,escalation,WE730104,,"#Correct loads not showing 
Vehicle Type with Operator - 20 FT 
Loads Type - 17 FT
CALLING NO - 8800604748
AS PER OP VOC OP KO SABHI LOAD 17 FT KE LOAD SHOW KR RHE HAI OP KI GAADI 20 FT KI HAI PLEASE CHECK ",TRUE,,,Operator
T1473057,2025-09-05,escalation,WE5354137,,"please bill to 
ASKB ENTERPRISES PVT LTD 
GST 09AAZCA8386R1Z3
ADDRESS:- RAM NAGAR, ITI ROAD, ALIGARH, UP 202001
",TRUE,,,Consigner
T1473488,2025-09-05,escalation,WE7226163,,,TRUE,,,Operator
T1475263,2025-09-06,escalation,WE4076104,,पार्टी दूसरी जगह सामान खाली करवाना चाहते हैं  | Extra Distance : 35 | Extra Distance Expense : 2000,TRUE,,,Operator
T1475972,2025-09-06,escalation,WE359811,,Ronak ji Hai koi wo bol Rahe ki me approve kr deta hu unloading charges pay karn padega  | Unloading Charge : 3012 | phone Number : 9810169884 | Name : Driver se baat Hui hai,TRUE,,,Operator
T1476797,2025-09-07,escalation,WE4723917,,| Overload : 750 in tons,TRUE,,,Operator
T1476899,2025-09-07,escalation,WE4029335,,"1 day raste me gadi hold karne ka pl add 3500/-

",TRUE,,,Operator
T1477406,2025-09-08,escalation,WE3447711,,Need more time for current billing,TRUE,,,Consigner
T1477600,2025-09-08,escalation,WE5956731,,live location not working,TRUE,,,Consigner
T1478364,2025-09-08,escalation,WE2262190,,,TRUE,,,Operator
T1478385,2025-09-08,escalation,WE4867929,,Need more time for current billing,TRUE,,,Consigner
T1478624,2025-09-08,escalation,WE7560234,,Bilti not givan,TRUE,,,Operator
T1478682,2025-09-08,escalation,WE102209,,,TRUE,,,Operator
T1479596,2025-09-09,escalation,WE2629132,,As per op voc op ko jo bilti mile hai wrong otp bta rhe hai op ko repsonse ker dejiye calling no - 8168301206  (Your bilti has been shared on WhatsApp. Please download it from there. Thank you!) ye show ho rhe hai,TRUE,,,Operator
T1480079,2025-09-09,escalation,WE766088,,Fastag se dusre  Fastag,TRUE,,,Operator
T1482089,2025-09-10,escalation,WE522453,,12 ghante Lage,TRUE,,,Operator
T1484068,2025-09-11,escalation,WE1189077,,"Sir ji Kal 5,00 pm Say Gadi khadi hi ji YE Unloding Nahi ho Rehi ji",TRUE,,,Operator
T1484799,2025-09-12,escalation,WE521094,,Loadhing party ka number nahi lag raha,TRUE,,,Operator
T1485033,2025-09-12,escalation,WE723851,,Balance nhi ao h,TRUE,,,Operator
T1485090,2025-09-12,escalation,WE25622,,shhss,TRUE,,,Consigner
T1485131,2025-09-12,escalation,WE1815668,,CALLING NO - 8700455709WE35392-2350644AS PER OP VOC PARTY BOL RHI THI IS GAADI PR MATERIAL NHI JAYEGA OP KO CANCELLATION CHARGE CHAHIYE OP BOL RHA HAI KANTE KA BHI PAYMENT CHAHIYE,TRUE,,,Operator
T1487132,2025-09-13,escalation,WE2790032,,Material is damaged,TRUE,,,Consigner
T1488263,2025-09-13,escalation,WE672571,,Driver se party ka baat hua party mana kar rahi hai bol raha hai Mande ko gadi Khali ho jaega Sunday ko mat aana kyunki Aaj driver ja raha tha party mana kar diya bolata yaar chori chamari hoti hai yahan tapori log hote hain parking kabhi jagah nahin hai bola Mande ko gadi Khali hoga jo number se baat hua number ismein Dal raha hun 9771495911 yah number hai party ka jisse baat hua Hai,TRUE,,,Operator
T1488628,2025-09-14,escalation,WE1547804,,Holding,TRUE,,,Operator
T1489478,2025-09-14,escalation,WE985330,,Bolti nhi mila Gadi rok kar rakhi hai RTO ne,TRUE,,,Operator
T1490829,2025-09-15,escalation,WE7208761,,Party not agree for unloading,TRUE,,,Operator
T1490890,2025-09-15,escalation,WE4070152,,.,TRUE,,,Consigner
T1491394,2025-09-15,escalation,WE5956731,,Material is damaged,TRUE,,,Consigner
T1492710,2025-09-16,escalation,WE6507471,,| Extra Distance : 50 | Extra Distance Expense : 3500,TRUE,,,Operator
T1493597,2025-09-17,escalation,WE6671131,,Driver ka accident ho gya h gadi change karvani h,TRUE,,,Operator
T1496642,2025-09-18,escalation,WE7563248,,,TRUE,,,Operator
T1496666,2025-09-18,escalation,WE7610277,,,TRUE,,,Operator
T1496842,2025-09-18,escalation,WE7355587,,Driver is having misbehaviour and not ready to load material. kindly resolve the issue urgently,TRUE,,,Consigner
T1497465,2025-09-19,escalation,WE1333956,,Gaddi kal 5pm se loading location per khadi hai party load krne mai time laga rehi hai,TRUE,,,Operator
T1498087,2025-09-19,escalation,WE4264607,,driver number,TRUE,,,Consigner
T1498297,2025-09-19,escalation,WE7572329,,"calling n o. 8376088529, As per OP voc , vehicle morning m 9 bje se loading point pe hai. app se trip update nahi ho rhi hai please check this. ",TRUE,,,Operator
3378865,2025-06-23,trip_feedback,WE2259625,1,"{BAD_DRIVER_BEHAVIOUR,DAMAGED_GOODS}-material is short 46,000 rs , kindly solve immediate ",FALSE,,,Consigner
2952654,2025-03-04,trip_feedback,WE1822143,5,{}-Good service..,FALSE,,,Consigner
3470497,2025-07-18,trip_feedback,WE7620415,5,{}-,FALSE,,,Consigner
T1492274,2025-09-16,escalation,WE2653659,,Pod nhi de rhe,TRUE,,,Operator
T1493931,2025-09-17,escalation,WE6777534,,Need more time for current billing,TRUE,,,Consigner
T1494188,2025-09-17,escalation,WE3115625,,Need more time for current billing,TRUE,,,Consigner
T1494189,2025-09-17,escalation,WE4909476,,"live 
location is not available ",TRUE,,,Consigner
T1496107,2025-09-18,escalation,WE2208440,,,TRUE,,,Operator
T1496400,2025-09-18,escalation,WE7594650,,| Over height : N/A 9558198350  as per op kh rha hai ki  ki overhight hai jski vjh se 1000 ki chlan bhi ho gya hai,TRUE,,,Operator
T1497130,2025-09-19,escalation,WE1189077,,Sir ji unloding Detection 1000 Or 1500 Rs Deya hi ji  jub ki Hemari  Gadi ka kadi ka kharcha kum say kum 4000 Rs hi ji Driver bhi hi ji Gadi ka EMI bhi hi ji,TRUE,,,Operator
T1497131,2025-09-19,escalation,WE7885392,,"As per op app wale no pe call connect nhi hora hai...

Mob no - 9136260436 ( App se ticket raise nhi hora hai no show hora hai or no par call connect nhi hora hai mrng 9 am ke baad ka option hai )",TRUE,,,Operator
T1497523,2025-09-19,escalation,WE675840,,"As per op voc op ke party se baat nhi ho pe rhi hai op kal se loading point pe wait ker rhe hai plz check 
calling no - 9718513150
( op ke app se ticket raise nhi ho pe rhi hai feedback ke liye show ho rhe hai ) ",TRUE,,,Operator
T1498250,2025-09-19,escalation,WE6010474,,calling no -9680242224 as per op voc bank account change krna hai op ko application se ticket nahi ban rahe the waha already verify ka error a raha tha isleya yaha se bane hai please check,TRUE,,,Operator
3621988,2025-08-30,trip_feedback,WE3567940,5,{}-,FALSE,,,Consigner
3059599,2025-03-31,trip_feedback,WE7360825,5,{}-,FALSE,,,Consigner
3290508,2025-05-26,trip_feedback,WE7442548,5,{}-,FALSE,,,Consigner
3080342,2025-04-02,trip_feedback,WE6056937,5,{}-,FALSE,,,Consigner
3487941,2025-07-22,trip_feedback,WE3594325,5,{}-,FALSE,,,Consigner
3356058,2025-06-17,trip_feedback,WE3112018,5,{}-,FALSE,,,Consigner
3357700,2025-06-17,trip_feedback,WE7429866,5,{}-,FALSE,,,Consigner
3030208,2025-03-22,trip_feedback,WE2575553,5,{}-,FALSE,,,Consigner
3429615,2025-07-16,trip_feedback,WE6354986,5,{}-,FALSE,,,Consigner
3032139,2025-03-21,trip_feedback,WE7003352,5,{}-,FALSE,,,Consigner
3701925,2025-09-19,trip_feedback,WE7622969,5,{}-,FALSE,,,Consigner
3682080,2025-09-19,trip_feedback,WE1527451,5,{}-,FALSE,,,Consigner
3025653,2025-03-17,trip_feedback,WE7413737,4,{}-,FALSE,,,Consigner
3135331,2025-05-27,trip_feedback,WE4495371,5,{}-,FALSE,,,Consigner
2518522,2025-04-03,trip_feedback,WE3682449,1,{DAMAGED_GOODS}-,FALSE,,,Consigner
2991017,2025-03-05,trip_feedback,WE7168257,5,{}-,FALSE,,,Consigner
3007488,2025-03-13,trip_feedback,WE7500855,5,{}-good Sarvice,FALSE,,,Consigner
3331315,2025-06-06,trip_feedback,WE7276918,5,{}-,FALSE,,,Consigner
3536474,2025-08-07,trip_feedback,WE3832571,5,{}-,FALSE,,,Consigner
3329035,2025-07-30,trip_feedback,WE7669591,5,{}-,FALSE,,,Consigner
3568033,2025-08-17,trip_feedback,WE5950128,5,{}-,FALSE,,,Consigner
3103322,2025-04-10,trip_feedback,WE7474497,5,{}-,FALSE,,,Consigner
3140352,2025-04-18,trip_feedback,WE2151604,5,{}-,FALSE,,,Consigner
3569051,2025-08-14,trip_feedback,WE4666283,5,{}-,FALSE,,,Consigner
3171270,2025-04-25,trip_feedback,WE7444559,5,{}-,FALSE,,,Consigner
3518905,2025-08-11,trip_feedback,WE6666502,5,{}-,FALSE,,,Consigner
3077462,2025-04-04,trip_feedback,WE7184424,5,{}-,FALSE,,,Consigner
3088940,2025-04-05,trip_feedback,WE5216459,5,{}-,FALSE,,,Consigner
3492416,2025-07-25,trip_feedback,WE3941611,5,{}-,FALSE,,,Consigner
3234754,2025-05-11,trip_feedback,WE2783762,5,{}-,FALSE,,,Consigner
3582662,2025-08-18,trip_feedback,WE4510178,5,{}-,FALSE,,,Consigner
3378204,2025-06-19,trip_feedback,WE7606575,5,{}-,FALSE,,,Consigner
