feedback_id,timestamp_,source,user_id,rating,feedback,escalated_flag,label,sample problem related,customer_type
T1418797,2025-08-06,escalation,WE99623,1.0, calling no  8607717332 as per op voc cancellation charge,TRUE,,,Operator
T1419535,2025-08-06,escalation,WE7427549,,REQUIRED BILTY,TRUE,,,Consigner
T1419823,2025-08-06,escalation,WE4656796,,It is more than 24 hours vehicle is not unloaded detention is applicable please add the same ,TRUE,,,Operator
T1421023,2025-08-07,escalation,WE503406,5.0,Hr55ay0076,TRUE,,,Operator
T1421455,2025-08-07,escalation,WE1725937,,"आज तीसरा दिन है, गाड़ी अभी तक लोड नहीं हुई है।
जिस लोडिंग पॉइंट के लिए गाड़ी बुक हुई थी गाड़ी को वहां दूसरी जगह बुलाया था, अब और तीसरी जगह जाने के लिए कह रहे हैं।
",TRUE,,,Operator
T1421797,2025-08-07,escalation,WE6599591,,Gadi mein electric problem ho rahi hai kuchh,TRUE,,,Operator
T1422582,2025-08-07,escalation,WE6955400,,Calling no -- 7500376912  As per op voc unloading completed vehicle move nahi karne diya ja raha hai POD bhi dedi gyi hai plz check ,TRUE,,,Operator
T1422610,2025-08-07,escalation,WE343853,1.0,माल सही से नहीं रखा गया है-,TRUE,,,Operator
T1423164,2025-08-08,escalation,WE26984,,| Overload : 770 in tons,TRUE,,,Operator
T1479198,2025-09-09,escalation,WE4691376,5.0,"unable to create complaint 
reason पार्टी ने इस समस्या के बारे में हमें सूचित कर दिया है। हमारी टीम इसकी जांच कर रही है और आपको कॉल कर सकती है। आपकी तरफ से कोई गलती न पाई जाने पर आपका बैलेंस पेमेंट 15 Sep, 2025 04:00 PM तक कर दिया जाएगा।
calling no.7250825562 op ka already tat over ho chuka hai verification ka op ab complaint raise kar raha hai to op ko aur jada wait karne k liye aa raha hai op  agree nahi hai please check ",TRUE,,,Operator
T1479281,2025-09-09,escalation,WE4070152,,,TRUE,,,Consigner
T1480259,2025-09-09,escalation,WE861708,,Loding party ka no do please ,TRUE,,,Operator
T1480377,2025-09-09,escalation,WE6822794,,Bility nahi mila h,TRUE,,,Operator
T1480549,2025-09-09,escalation,WE212717,,"9324361131 calling no 
as per op party unloading point se 100km door se vehicle unload krwa ri hai plzz check trip update na hone ki wjh se op app se complain nahi bna pa rha hai
",TRUE,,,Operator
T1481788,2025-09-10,escalation,WE7330152,5.0,extra amount halting charj ?,TRUE,,,Consigner
T1483744,2025-09-11,escalation,WE814764,,OTP buility,TRUE,,,Operator
T1484802,2025-09-12,escalation,WE6076843,,Loading party no call,TRUE,,,Operator
T1485556,2025-09-12,escalation,WE7731081,1.0,Issues with due amount,TRUE,,,Consigner
T1485664,2025-09-12,escalation,WE6724819,,calling no -9971758116 as per op voc kyc pending DL1LAM9778 ya vehicle ka application se nahi ban rahe the document rad ka error a raha tha isleya yaha se bane hai please check ,TRUE,,,Operator
T1488650,2025-09-14,escalation,WE2776574,,please call 9259949994,TRUE,,,Consigner
T1489794,2025-09-15,escalation,WE2776574,,please call 9259949994,TRUE,,,Consigner
T1489928,2025-09-15,escalation,WE2239997,,pls call,TRUE,,,Consigner
T1491209,2025-09-15,escalation,WE2803402,,"Gadi breakdown huaa h ankleshwar gujrat main 
Tata telko main h thk hote hi aage jaygi",TRUE,,,Operator
T1491796,2025-09-16,escalation,WE481107,,Paisa nahin mila Abhi Tak gadi time per pahunchi Thi Khali nahin ki Thi ek Din,TRUE,,,Operator
T1492047,2025-09-16,escalation,WE589207,,"OP RESTRICTED HAI

REASON - Blackmailing for charges

MOB NO - 9953815277",TRUE,,,Operator
T1492391,2025-09-16,escalation,WE5750407,,cl no. 9667677693 as per op jb token pay kiya tha to ek point ki loading dikha rhi thi // op ne ss share kiya hai // bad me 3 point ki unloading show krne lgi please check // app se complian raise nhi hogi op ka reason dala gya hi ,TRUE,,,Operator
T1492803,2025-09-16,escalation,WE2920209,,| Overload : 12800 in tons,TRUE,,,Operator
T1493248,2025-09-16,escalation,WE7585330,,Loading point chenge ho gaya he,TRUE,,,Operator
T1493477,2025-09-17,escalation,WE884588,,Wallet many is not available for wallet ,TRUE,,,Operator
T1494214,2025-09-17,escalation,WE4683611,,"kindly map tds balance of my all trips

TAN number - BLRC12004G",TRUE,,,Consigner
T1495650,2025-09-18,escalation,WE5555625,,Blance payment not received ,TRUE,,,Operator
T1497811,2025-09-19,escalation,WE1743861,,AS PER OP VOC PLZ SHARE BILTY 9726618320,TRUE,,,Operator
T1498519,2025-09-19,escalation,WE4891536,,"I want to update transport id in e way bill 
18ADUPG0561F1ZI",TRUE,,,Consigner
T1498941,2025-09-20,escalation,WE3154665,,"As per op pehle party ke side se bola gya tha  op ne cancel ki request fill kiya tha but abhi party ke side se cancel nhi karna hai load vehicle load hokr nikl gya hai transit hai.

MOb no - 7053322127 trip update nhi hora hai app se",TRUE,,,Operator
T1499000,2025-09-20,escalation,WE2262190,,Parti ne bilti nhi diya h ,TRUE,,,Operator
T1499626,2025-09-20,escalation,WE4095963,,,TRUE,,,Operator
T1499719,2025-09-20,escalation,WE2987080,1.0,cl no . 7722011222 As per op voc unloading charges lg raha hai 1000 pls check ( trip at transit )  ,TRUE,,,Operator
T1501818,2025-09-22,escalation,WE7255599,5.0,Need more time for current billing,TRUE,,,Consigner
T1502323,2025-09-22,escalation,WE7295453,,Issues with due amount,TRUE,,,Consigner
T1503453,2025-09-23,escalation,WE7856490,,Need more time to pay,TRUE,,,Consigner
T1503586,2025-09-23,escalation,WE23599,5.0,Gadi anloding point par 48ghante se Jayda ruki hai ji please gadi ka detection charge Pura Lagana hai ji please ,TRUE,,,Operator
T1503645,2025-09-23,escalation,WE7713029,,I have provided the challan please send the builty,TRUE,,,Consigner
T1503889,2025-09-23,escalation,WE5424772,1.0,,TRUE,,,Operator
T1504415,2025-09-24,escalation,WE2774459,,"As per op voc op ke party se baat nhi ho pe rhi hai op ko repsonse ker dejiye 
calling no - 9871063241
( op ke app se feedback ke liye shoow ho rhe hai ) ",TRUE,,,Operator
T1504597,2025-09-24,escalation,WE7367746,,Gar ka saman hai,TRUE,,,Operator
T1505992,2025-09-25,escalation,WE6351996,,Payment karwa do ,TRUE,,,Operator
T1506146,2025-09-25,escalation,WE7606149,,Mera tokan mony nahi mila hai ,TRUE,,,Operator
T1506267,2025-09-25,escalation,WE2263562,,the driver is not moving says he has not got advance,TRUE,,,Consigner
T1507988,2025-09-26,escalation,WE7422038,,TDS mapping pending ,TRUE,,,Consigner
T1508512,2025-09-26,escalation,WE7325358,,Mera Loading parte say jabab nahin mila,TRUE,,,Operator
T1510155,2025-09-27,escalation,WE377651,,Bilty nahi mili hai ,TRUE,,,Operator
T1510260,2025-09-27,escalation,WE7176115,,"i got the insurance amount corrected from 599 to 299. and now in the final invoice its 1198. whats going on?
",TRUE,,,Consigner
T1510967,2025-09-28,escalation,WE2275223,,"#trip update 
cl no . 9458032572 As per op voc vehicle loading point pe available hai ",TRUE,,,Operator
T1512522,2025-09-29,escalation,WE6735704,,8607056092 #TRIP UPDATE ISSUE OP KEH RHA HAI LOADING LOCATION CHANGE HUI HAI APP SE TRIP UPDATE NHI HO PAA RHI HAI LOADING PE PAHUCH GAI HAI ,TRUE,,,Operator
T1512695,2025-09-29,escalation,WE2692456,,All ,TRUE,,,Operator
T1423175,2025-08-08,escalation,WE3098953,,"# Correct loads not showing
Vehicle Type with Operator -  14 fit open 
Loads Type -  22 fit close body

As per op openvehicle 14 fit ke load ki required hai app mein 17 fit close body ke show hore hai plz check 

Mob no - 7982659153",TRUE,,,Operator
T1423394,2025-08-08,escalation,WE7364349,,Need more time for current billing,TRUE,,,Consigner
T1424642,2025-08-08,escalation,WE3167016,,Holding charge chahie,TRUE,,,Operator
T1425616,2025-08-09,escalation,WE96208,,Gadi ke canvai lagi h es lay gadi ruki h govt rule h,TRUE,,,Operator
T1426556,2025-08-11,escalation,WE3435870,,Driver reported that he already loaded the vehicle,TRUE,,,Consigner
T1426570,2025-08-11,escalation,WE251154,,CALLING NO -8860098996 AS PER OP VOC   HR38AB8834 YA VEHICLE NUMBER CHANGE KRNA HAI PARTY KI DEMAND OPEN KI HAI OP NE PARTY SE BAT KIYA HAI CONTAINER VEHICLE K LIYA PARTY AGREE HAI PLEASE CHECK ,TRUE,,,Operator
T1426589,2025-08-11,escalation,WE2810289,,"calling no - 8734873481
vehicle kyc verified krni hai please verify urgent",TRUE,,,Operator
T1427020,2025-08-11,escalation,WE1201418,,gadi ka pepar nahi mil ra sir,TRUE,,,Operator
T1428583,2025-08-12,escalation,WE6685876,,Payment not received ,TRUE,,,Operator
T1428760,2025-08-12,escalation,WE5403791,,"wrongly detention charge apply in bill

Still not resolved ",TRUE,,,Consigner
T1429370,2025-08-12,escalation,WE3788682,5.0,Phone is switch off pls check ,TRUE,,,Operator
T1430727,2025-08-13,escalation,WE7048467,,Bilti nahi ha rto na ruk rakhi ha ,TRUE,,,Operator
T1430753,2025-08-13,escalation,WE7507408,,Need more time to pay,TRUE,,,Consigner
T1432752,2025-08-14,escalation,WE7811289,,please gemerate builty,TRUE,,,Consigner
T1432871,2025-08-14,escalation,WE1881491,,please let me know,TRUE,,,Consigner
T1432884,2025-08-14,escalation,WE7776924,,,TRUE,,,Operator
T1433096,2025-08-14,escalation,WE44600,,9818095764  as per op kh rha hai ki party se bat hua hai ki party kh rhi loading location se 18 km aage bula rhi plz check ,TRUE,,,Operator
T1433111,2025-08-14,escalation,WE7641724,1.0,please 5% discount generate ,TRUE,,,Consigner
T1433138,2025-08-14,escalation,WE7142692,,Issues with due amount,TRUE,,,Consigner
T1434066,2025-08-14,escalation,WE7798841,,"OP - 7807050947
AS PER OP VOC VEHICLE  NAHI SHOW HO RAHA HAI ",TRUE,,,Operator
T1436425,2025-08-17,escalation,WE6351996,,"calling no - 8802908327
as per op cancellation charges refund nhi hua hai please check and refund charges last time me load cancel hua hai isliye ",TRUE,,,Operator
T1437828,2025-08-18,escalation,WE2653922,,Need more time for current billing,TRUE,,,Consigner
T1438190,2025-08-18,escalation,WE7209418,,"na
",TRUE,,,Consigner
T1438323,2025-08-18,escalation,WE2766841,,please change my invoice on my company name 07AKAPC6001B1Z7,TRUE,,,Consigner
T1438542,2025-08-18,escalation,WE4986173,,cl no 8700929765 as per op voc op ko bilty nhi mila hai plz look   ,TRUE,,,Operator
T1439407,2025-08-19,escalation,WE6925721,,"# No loads showing in new loads
 Load show nhi hora hai app mein op ko hyper hai op plz check
Mob no - 7386433002",TRUE,,,Operator
T1439468,2025-08-19,escalation,WE1317596,,Sar Pi O Di Nahin mil rahi hai,TRUE,,,Operator
T1440226,2025-08-19,escalation,WE2855615,,"Extra charge add Rs 1345/- 
please clear what charges for this we are not paying this ",TRUE,,,Consigner
T1440803,2025-08-19,escalation,WE749289,1.0,लोडिंग पार्टी का फोन बंद है स्विचऑफ है,TRUE,,,Operator
T1441768,2025-08-20,escalation,WE3000848,,,TRUE,,,Consigner
T1442495,2025-08-20,escalation,WE7840732,,"need builty 

2hrs ho gye hai builty nahi mili hai or koi response nahi mil raha ekdam bekar service ",TRUE,,,Consigner
T1442889,2025-08-20,escalation,WE93807,,Avi tak balance nhi aya h maal ok thaa,TRUE,,,Operator
T1444872,2025-08-21,escalation,WE2379026,,| Overload : 100 in tons,TRUE,,,Operator
T1445705,2025-08-22,escalation,WE479623,,,TRUE,,,Operator
T1445903,2025-08-22,escalation,WE572948,,| Overload : 510 in tons,TRUE,,,Operator
T1428591,2025-08-12,escalation,WE7048467,,Bahi ma chakker na utha paa rha hu ya gadi ki kyc nahi dikha rhaa,TRUE,,,Operator
T1429168,2025-08-12,escalation,WE364948,,9520060532 as per op vo keh rh hai ye gaadi jaygi UP13DT4539 app me compliant bna rha hai to submit pr click nhi ho rha hai ,TRUE,,,Operator
T1429616,2025-08-12,escalation,WE3139935,1.0,24 hrs se Jyada gadi unloading point par Ruki hai ,TRUE,,,Operator
T1430967,2025-08-13,escalation,WE7148060,,"As per op vehicle loading point par hai or packing dobbe ke liye book hua tha vehicle or pipes load hora hai plz check

Mob no - 7210812272  ",TRUE,,,Operator
T1431716,2025-08-13,escalation,WE4246798,,want to change height,TRUE,,,Consigner
T1432154,2025-08-13,escalation,WE7250807,,| Overload : 0.5 in tons,TRUE,,,Operator
T1433117,2025-08-14,escalation,WE643300,,9824846286 as per op voc keh rha hai tds nhi katna chahiye app me tds form filll krne ka option nhi aa rha hai plz check,TRUE,,,Operator
T1434350,2025-08-15,escalation,WE717144,,,TRUE,,,Operator
T1434538,2025-08-15,escalation,WE7513781,1.0,,TRUE,,,Operator
T1434552,2025-08-15,escalation,WE3674343,,Trip ended mistkly,TRUE,,,Operator
T1435294,2025-08-16,escalation,WE1108775,,Gadi Khali karwao please ,TRUE,,,Operator
T1436008,2025-08-16,escalation,WE3120404,,| Overload : 800 in tons,TRUE,,,Operator
T1436099,2025-08-17,escalation,WE93807,1.0,Still payment not done,TRUE,,,Operator
T1438437,2025-08-18,escalation,WE2587007,1.0,I have multiple engine related issues in my vehicle HR55AN2531 and I already updated the issue with wheelseye for delay so plz refund delay panelty ,TRUE,,,Operator
T1439339,2025-08-19,escalation,WE774866,,,TRUE,,,Operator
T1404745,2025-07-30,escalation,WE1197645,,Gadi andar city mein gaya vahan 1000 ka kharcha hai | Unloading Charge : 1000 | phone Number : 9813565598 | Name : Pulis khacha,TRUE,,,Operator
T1405715,2025-07-30,escalation,WE7778169,,Need more time to pay,TRUE,,,Consigner
T1405889,2025-07-30,escalation,WE6846728,,Damage Issue,TRUE,,,Consigner
T1406322,2025-07-30,escalation,WE647250,,9324083707 as per op kh rha hai ki party ka saman us gaadi me n aata demand ke according thi tha gaadi pz check ,TRUE,,,Operator
T1406964,2025-07-31,escalation,WE246633,,Balance ka payment nahin aaya Abhi Tak,TRUE,,,Operator
T1407065,2025-07-31,escalation,WE15285,,AS PER OP VOC PARTY SIDE SE KOI RESPONSE NHI MIL RHA HAI 6BJE KA LOADING TIME THA 9891125754,TRUE,,,Operator
T1407492,2025-07-31,escalation,WE7785342,,"calling no - 8076720822 
# No loads showing in new loads
op ko ek bhi load show nhi ho rhe hai please check ",TRUE,,,Operator
T1407891,2025-07-31,escalation,WE4798688,,please share bilty ,TRUE,,,Consigner
T1408861,2025-07-31,escalation,WE7222034,,Ek din pura hogya he bilti nhi diya he abhi tak,TRUE,,,Operator
T1409115,2025-07-31,escalation,WE672571,,Abhi tak builty mere ko nahin mila hai argent karvaiye gadi pump per khada Hai,TRUE,,,Operator
T1409986,2025-08-01,escalation,WE7386967,,Calling no --9359571729 As per op voc commission charge required 249 rs as per policy but show kar rah ahai 499 rs plz check ,TRUE,,,Operator
T1411008,2025-08-01,escalation,WE2309459,1.0,Calling no -- 9811783106  As per op voc op ne as per demand vehicle bheja hai trip cancel kiya gya hai reason unfit vehicle reached plz check ,TRUE,,,Operator
T1411545,2025-08-02,escalation,WE1882471,,7984107254 AS PER OP VEHICLE LOADING POINT PAR HAI TRIP UPDATE NHI HO RHI HAI PLZZ CHECK,TRUE,,,Operator
T1411998,2025-08-02,escalation,WE6976278,,"#trip update 
cl no . 9625961253 as per op voc vehicle unloading point pe available hai pls update trip ",TRUE,,,Operator
T1412339,2025-08-02,escalation,WE2873179,,"driver is saying 
i don't go to given location",TRUE,,,Consigner
T1412644,2025-08-02,escalation,WE3118566,,"Wrong party number given 
Wrong location given 
Please provide correct party no and location ",TRUE,,,Operator
T1412743,2025-08-02,escalation,WE2685356,,Sar Gate per bol rahe hain Jisne Mal mangaya vah party hi entry kara sakti hai sirf ,TRUE,,,Operator
T1413065,2025-08-02,escalation,WE3708113,,bilti nhi bn rhi hai e-way bill bna diya hai part b update kr k bilty bhej do ,TRUE,,,Consigner
T1413477,2025-08-02,escalation,WE5073995,,| Overload : 600 in tons,TRUE,,,Operator
T1413694,2025-08-03,escalation,WE159044,,Unloading nahi ho raha kal se party 6000 bol raha hai unloading ka ,TRUE,,,Operator
T1415306,2025-08-04,escalation,WE4954316,,"calling no - 9956426698
as per op unloading charges 600rs mang rhe hai pod prr mention hai ",TRUE,,,Operator
T1415393,2025-08-04,escalation,WE4048934,,please payment transfer wallet to account ,TRUE,,,Consigner
T1415432,2025-08-04,escalation,WE3149030,,Damage Issue,TRUE,,,Consigner
T1415797,2025-08-04,escalation,WE6589866,1.0,bilti in update in product name,TRUE,,,Consigner
T1416309,2025-08-04,escalation,WE6835595,1.0,,TRUE,,,Operator
T1416841,2025-08-05,escalation,WE6735704,,"As per op voc vehicle2nd point pe hai party se parking charges mage ja rhehai 800/- op ko response ker dejiye 
calling no - 8607056092
(app se ticket raise nhi ho rhi hai op ne wrong option mention kiya hai ) ",TRUE,,,Operator
T1417377,2025-08-05,escalation,WE933084,,Need more time for current billing,TRUE,,,Consigner
T1417784,2025-08-05,escalation,WE7785567,5.0,Maine kal apna new gps lgwaya tha mujhe abhi tak koi load q nhi mila h,TRUE,,,Operator
T1418128,2025-08-05,escalation,WE11579,5.0,ड्राईवर से डाला मांगा जा रहा है | Loading Charge : 750 | phone Number : 9650144658 | Name : N/A,TRUE,,,Operator
T1418705,2025-08-05,escalation,WE1189077,5.0,No entry problem,TRUE,,,Operator
T1419738,2025-08-06,escalation,WE4239281,,9461368950 #no load showing in new loads plz check,TRUE,,,Operator
T1420548,2025-08-06,escalation,WE2262190,,"Trip id WE35392-2333004
 calling no,  9582669589 as per op voc op bol raha hai jab load confirm kar rahe 45000 aa raha jaise  hi confirm hua 31600 ho gaya please check ",TRUE,,,Operator
T1421137,2025-08-07,escalation,WE4603622,,Document and bilty nhi mili,TRUE,,,Operator
T1421584,2025-08-07,escalation,WE7445032,5.0,Need more time for current billing,TRUE,,,Consigner
T1422075,2025-08-07,escalation,WE7025109,,"I have spoken to the driver — why are you adding ₹1500 extra?

",TRUE,,,Consigner
T1422463,2025-08-07,escalation,WE7810033,,vehicle length width is not as per requirement. call the concern person vivek sir 9024619511,TRUE,,,Consigner
T1423117,2025-08-08,escalation,WE7305907,,"the truck driver is saying he is not paid by wheelseye and the truck will procced when the payment is given to him, what is this?",TRUE,,,Consigner
T1424361,2025-08-08,escalation,WE136970,,,TRUE,,,Operator
T1425115,2025-08-09,escalation,WE7104541,,7 hour my money ,TRUE,,,Operator
T1425834,2025-08-10,escalation,WE4654705,,"calling no - 6204904161 as per op vehicle right gyi thi loading point par but labour ka issue tha isliye cx ne load cancel kia hai but odin me wrong reason mention hai please check and refund charges urgent

",TRUE,,,Operator
T1426214,2025-08-10,escalation,WE7597401,1.0,सर पार्टी ने बोला कि मेरे को शनिवार को डिलीवरी नहीं लेनी है। रविवार को डिलीवरी लूंगा।,TRUE,,,Operator
T1429881,2025-08-12,escalation,WE2200755,,Other point | Extra Distance : 60 | Extra Distance Expense : 6000,TRUE,,,Operator
T1430087,2025-08-12,escalation,WE618937,1.0,Updat kra do,TRUE,,,Operator
T1431722,2025-08-13,escalation,WE7190139,,Need more time for current billing,TRUE,,,Consigner
T1432262,2025-08-13,escalation,WE2365090,,Issues with due amount,TRUE,,,Consigner
T1439716,2025-08-19,escalation,WE7221985,,Unloading detention for a day has not been added yet,TRUE,,,Operator
T1439806,2025-08-19,escalation,WE7688663,,Amaunt refund pls,TRUE,,,Operator
T1441188,2025-08-20,escalation,WE7293296,5.0,60 | Extra Distance : 60 | Extra Distance Expense : 11000,TRUE,,,Operator
T1441477,2025-08-20,escalation,WE5402697,,Exhausted my credit limit,TRUE,,,Consigner
T1442070,2025-08-20,escalation,WE6574337,,"mGPS IS NOT WORKING, driver said he will be here by 3:30",TRUE,,,Consigner
T1442321,2025-08-20,escalation,WE7710729,,delivery copy ,TRUE,,,Consigner
T1442605,2025-08-20,escalation,WE4705000,,say driver to bring tirpal,TRUE,,,Consigner
T1443317,2025-08-21,escalation,WE5952086,,Jab Maine order ko accept Kiya tab yah 320kilometer show ho  raha tha ab customer li location aayi h to 82km show ho rha h  | Extra Distance : 52 | Extra Distance Expense : 600,TRUE,,,Operator
T1443879,2025-08-21,escalation,WE5952086,,Loading ka deciation add nahi hua Hai,TRUE,,,Operator
T1444944,2025-08-21,escalation,WE2517561,,calling no 7015540397 as per op voc party ka koi response nahi mil rha please check(app se ticket raise nhi ho rhi he),TRUE,,,Operator
T1445438,2025-08-22,escalation,WE958974,,cl no .9312006161 As per op voc party ka number amany bata raha hai pls provide no ( app se complain  nhi bn raha tha ) ,TRUE,,,Operator
T1445456,2025-08-22,escalation,WE7840884,,location not live,TRUE,,,Consigner
T1446916,2025-08-22,escalation,WE37053,,cl no. 9810343118 as per op vechile abhi compnay  k bahar khadi hai // party keh rhi jb hme jrurt pdegi hm bula lenge apko tb tk aap vechile me baitho please check ,TRUE,,,Operator
T1449587,2025-08-24,escalation,WE204835,,Sar Koi jawab nahin mil raha hai kya hua bataiye | Extra Distance : 20 | Extra Distance Expense : 20,TRUE,,,Operator
T1449936,2025-08-24,escalation,WE601995,,Calling no --8054515415 As per op voc receiving nahi diya ja raha hai POD reason Sunday hai ,TRUE,,,Operator
T1450737,2025-08-25,escalation,WE45940,,"calling no. 9312710679, As per oP voc party se baat nahi ho pa rhi hai provided no pe .please check this ( Vehicle is at loading)",TRUE,,,Operator
T1451095,2025-08-25,escalation,WE3979015,,cl no . 9623272828 As pr op voc party response nhi kr rahi hai pls check and provide right poc no ( app se nhi bn raha hai ) ,TRUE,,,Operator
T1452927,2025-08-26,escalation,WE3713057,,Unloading charge,TRUE,,,Operator
T1454575,2025-08-27,escalation,WE7803570,,Vehcile tracking not showing ,TRUE,,,Consigner
T1454966,2025-08-27,escalation,WE6660806,,I need amount refund in my account ,TRUE,,,Operator
T1455159,2025-08-27,escalation,WE2545111,5.0,Damage Issue,TRUE,,,Consigner
T1456878,2025-08-28,escalation,WE5370628,,petrol  | Extra Distance : 30 | Extra Distance Expense : 4000,TRUE,,,Operator
T1458486,2025-08-28,escalation,WE2961420,,Change Address,TRUE,,,Consigner
T1458544,2025-08-28,escalation,WE6574337,,change vehicle status,TRUE,,,Consigner
T1460667,2025-08-29,escalation,WE929414,5.0,OTP nahi mila ,TRUE,,,Operator
T1460677,2025-08-29,escalation,WE5564844,,vehicle unloaded today. no extra should charge ,TRUE,,,Consigner
T1460725,2025-08-29,escalation,WE43687,,Builty nhi mili h,TRUE,,,Operator
T1461046,2025-08-30,escalation,WE6184007,,Party unloding point se extra bbula rhi h | Extra Distance : 40 | Extra Distance Expense : 3500,TRUE,,,Operator
T1462507,2025-08-30,escalation,WE6374823,,8398919606 as per op kh rha hai ki load hoke gii  aur unloading point pe gii aur unload ho gya hau party ke pass pod bhi hai plz check,TRUE,,,Operator
T1462590,2025-08-30,escalation,WE1947364,,as per op voc unloading party pod nhi de rhi hai bol rhe hai bhejne vale ne mna kia hai pod dene se 9560377642,TRUE,,,Operator
T1463658,2025-08-31,escalation,WE801308,,Sir good afternoon sir ,TRUE,,,Operator
T1464051,2025-08-31,escalation,WE5956731,,Cancel tha Gadi ,TRUE,,,Consigner
T1464930,2025-09-01,escalation,WE41586,,appointment not received ,TRUE,,,Operator
T1465203,2025-09-01,escalation,WE6351996,,60 km dur bula raha hai party wala  | Extra Distance : 60 | Extra Distance Expense : 4000,TRUE,,,Operator
T1467287,2025-09-02,escalation,WE7655823,,Issues with due amount,TRUE,,,Consigner
T1467586,2025-09-02,escalation,WE223375,,| Overload : 1300 in tons,TRUE,,,Operator
T1467743,2025-09-02,escalation,WE1267950,,"8169340494 - as per op voc gadi kherab ho ghi hai dusri gadi jayegii plzz change vehicle no. 
RJ14GT2297  ",TRUE,,,Operator
T1467791,2025-09-02,escalation,WE7638981,,Generate PI in favour of GEO TRAYS INDUSTRY LLP,TRUE,,,Consigner
T1468958,2025-09-03,escalation,WE4013902,,"unable to create complaint for application 
reason यह यात्रा रद्द कर दी गई है। नीति के अनुसार, आप इस यात्रा पर रद्दीकरण शुल्क के लिए पात्र नहीं हैं। नीति पढ़ने के लिए यहाँ क्लिक करें।
calling no.  8816945859 op cancellation charge ki demand kar raha hai please check",TRUE,,,Operator
T1470866,2025-09-04,escalation,WE7117107,,change bank acc details,TRUE,,,Operator
T1471088,2025-09-04,escalation,WE4307506,,Damage Issue,TRUE,,,Consigner
T1471198,2025-09-04,escalation,WE267150,,cl no . 9899750752 As per op voc vehicle break down ho gya hai op other vehicle me materiel transshipment kr raha hai new vehicle no .  UP11CT9579 pls check ,TRUE,,,Operator
T1472765,2025-09-05,escalation,WE4659596,,Party ne kahi or ki location send ki hai  | Extra Distance : 40 | Extra Distance Expense : 2500,TRUE,,,Operator
T1474004,2025-09-05,escalation,WE7062597,,billity issue ,TRUE,,,Consigner
T1474927,2025-09-06,escalation,WE2505892,,Ye number wala sala madarchodo h +919122132708 ye mera 5600 balance kha gya iski bhan ko m din???,TRUE,,,Operator
T1475476,2025-09-06,escalation,WE7170494,,Builty deri ki samasya builty issue,TRUE,,,Operator
T1475955,2025-09-06,escalation,WE2233786,,Sare Jahan Takkar book kar raha tha tab 2480 kilometer dikha raha tha ab location per 2520 kilometer 50 kilometer ka distance | Extra Distance : 50 | Extra Distance Expense : 5000,TRUE,,,Operator
T1476213,2025-09-07,escalation,WE711859,,Bhai kal 12pm ki phuch send ki h abhi tk balance nhi aaya pl. Pay🙏🙏🙏,TRUE,,,Operator
T1476259,2025-09-07,escalation,WE648748,,Labour unloading charge mang rahi h  | Unloading Charge : 1000 | phone Number : 8755394234 | Name : Unloading party labour,TRUE,,,Operator
T1476271,2025-09-07,escalation,WE3419486,,location wrong. ,TRUE,,,Consigner
T1477781,2025-09-08,escalation,WE2974398,1.0,Issues with due amount,TRUE,,,Consigner
T1478581,2025-09-08,escalation,WE3711150,,Vehicle 48 hours se jyada ruki hai but unloading detention kewal 1000 add hua hai,TRUE,,,Operator
T1478629,2025-09-08,escalation,WE7513797,,Party ask vehicle another location  | Extra Distance : 110 | Extra Distance Expense : 7200,TRUE,,,Operator
T1478899,2025-09-09,escalation,WE5049953,,Dear sir the unloading address mentioned in the app is different location from the actual unloading point | Extra Distance : 10 | Extra Distance Expense : 3000,TRUE,,,Operator
T1479871,2025-09-09,escalation,WE396142,,cl no . 8527373300 As per op voc vehicle total 55km chali hai vehicle loading point pe pahuch bhi gya tha op cancellation charges ki demand kr raha hai ( app me policy ka option aa raha tha )  ,TRUE,,,Operator
T1479876,2025-09-09,escalation,WE7515383,1.0,why discount amount is change after completing ,TRUE,,,Consigner
T1479953,2025-09-09,escalation,WE7717433,,"the payment was done to Prakash(8431425281), Mr. shakti nath(8147704152) has verified this. There was a fraud then by the employee of wheelsEye app to which we are not responsible.Please look into this matter at the earliest.",TRUE,,,Consigner
T1480553,2025-09-09,escalation,WE3153574,5.0,| Account Name: Praveen Pandey  | IFSC: KKBK0002568 | Account Number: 6045774845 | Bank Name: Kotak Mahindra Bank ,TRUE,,,Operator
T1480576,2025-09-09,escalation,WE2833268,,Loading party ka phone nmbr share kijiye,TRUE,,,Operator
T1481294,2025-09-10,escalation,WE4844023,,9899143502 - as per op voc gadi loading point par tha but trip cancel ho gya hai or cancellation charge nhi mila hai plzz check ,TRUE,,,Operator
T1481914,2025-09-10,escalation,WE7561824,,Exhausted my credit limit,TRUE,,,Consigner
T1482548,2025-09-10,escalation,WE2666549,,"
8470002225
  as per op kh rha hai ki demand ke according gaadi perfect hai phir  bhi party ne cNCEL KR DIYA AI PLZ CHECK ",TRUE,,,Operator
T1484786,2025-09-12,escalation,WE3939299,,,TRUE,,,Operator
T1484967,2025-09-12,escalation,WE1269219,,Unloading Ditention Ad ki Jaye meri gaddi ek din raste me hold ki gai or 3 din me khali ki gai,TRUE,,,Operator
T1485129,2025-09-12,escalation,WE1839941,,Loading person se baatein krni Hai ,TRUE,,,Operator
